Moviename'; 'Userscore';Author'
enemy;8;Spangle
non-stop-2014;8;TheQuietGamer
godzilla-2014;8;dharma
oculus;9;SythusRATINGS
snowpiercer;8;EpicLadySponge
enemy;8;Meth-dude
mad-max-fury-road;10;Th3GreenHorne7
jack-ryan-shadow-recruit;8;MovieGuys
dawn-of-the-planet-of-the-apes;8;MovieManiac83
dawn-of-the-planet-of-the-apes;9;Epik_Ninnja
dawn-of-the-planet-of-the-apes;8;CineAutoctono
dawn-of-the-planet-of-the-apes;8;DanBurrito
x-men-days-of-future-past;10;dharma
under-the-skin;10;Tokyochuchu
non-stop-2014;8;dharma
when-i-walk;9;mrnice
cheap-thrills;8;FilmVirtue
grand-piano;8;Patrick94
non-stop-2014;8;Trev29
the-grand-budapest-hotel;8;BradySmith
pompeii;9;TheQuietGamer
mad-max-fury-road;10;Iky009
joe;8;Tss5078
non-stop-2014;8;MovieGuys
the-grand-budapest-hotel;9;Viper8787
robocop-2013;8;vahn
the-lego-movie;10;BradySmith
the-grand-budapest-hotel;10;Tokyochuchu
the-lego-movie;10;EssenceOfSugar
the-grand-budapest-hotel;10;imthenoob
the-grand-budapest-hotel;8;beingryanjude
the-lego-movie;9;Compi24
the-grand-budapest-hotel;10;Violett
the-grand-budapest-hotel;9;MovieGuys
lone-survivor;9;TheQuietGamer
x-men-days-of-future-past;9;Violett
noah;9;TheQuietGamer
noah;8;dharma
x-men-days-of-future-past;8;CineAutoctono
lone-survivor;9;Compi24
lone-survivor;9;BradySmith
x-men-days-of-future-past;8;Tokyochuchu
the-secret-life-of-walter-mitty;8;Tokyochuchu
godzilla-2014;10;TheQuietGamer
philomena;8;Spangle
august-osage-county;8;Compi24
philomena;9;MovieGuys
lone-survivor;10;Meth-dude
odd-thomas;8;Tss5078
lone-survivor;9;Th3GreenHorne7
robocop-2013;8;imthenoob
the-secret-life-of-walter-mitty;8;imthenoob
homefront;8;TheQuietGamer
x-men-days-of-future-past;9;homer4president
x-men-days-of-future-past;8;DanBurrito
the-grand-budapest-hotel;9;Jacob
godzilla-2014;9;demolisher7778
homefront;8;Meth-dude
anchorman-2-the-legend-continues;8;Viper8787
american-hustle;9;beingryanjude
the-hobbit-the-desolation-of-smaug;9;Khunter4382
saving-mr-banks;8;Trev29
the-lego-movie;9;homer4president
godzilla-2014;8;Dalek
the-wolf-of-wall-street;9;grandpajoe6191
the-lego-movie;8;EpicLadySponge
the-lego-movie;9;Futuredirector
saving-mr-banks;9;TheQuietGamer
anchorman-2-the-legend-continues;8;demolisher7778
saving-mr-banks;9;csw12
saving-mr-banks;8;Spangle
saving-mr-banks;8;Compi24
the-lego-movie;9;Meth-dude
out-of-the-furnace;8;Tss5078
out-of-the-furnace;8;BradySmith
inside-llewyn-davis;8;ncstatemike
the-lego-movie;10;TheQuietGamer
the-lego-movie;8;dharma
frozen-2013;9;dharma
all-is-lost;8;imthenoob
anchorman-2-the-legend-continues;8;Jacob
enders-game;8;DanBurrito
the-lego-movie;8;csw12
godzilla-2014;8;csw12
anchorman-2-the-legend-continues;8;Compi24
godzilla-2014;9;Compi24
inside-llewyn-davis;9;moonman1994
american-hustle;8;Trev29
the-lego-movie;8;Jacob
47-ronin;10;Patrick94
escape-plan;9;TheQuietGamer
frozen-2013;8;Trev29
the-wolf-of-wall-street;9;Tokyochuchu
the-lego-movie;8;Spangle
anchorman-2-the-legend-continues;9;TheQuietGamer
dallas-buyers-club;8;Compi24
the-lego-movie;8;Rox22
all-is-lost;8;beingryanjude
dallas-buyers-club;10;MovieGuys
jackass-presents-bad-grandpa;8;imthenoob
riddick;9;TheQuietGamer
all-is-lost;9;MovieGuys
the-counselor;8;Spangle
enough-said;8;beingryanjude
inside-llewyn-davis;9;EpicLadySponge
inside-llewyn-davis;9;DanBurrito
inside-llewyn-davis;8;imthenoob
inside-llewyn-davis;9;Tokyochuchu
the-lego-movie;10;cag11
riddick;8;Violett
the-wolf-of-wall-street;9;JohnnyStephens
short-term-12;9;Spangle
short-term-12;9;bfoore90
american-hustle;8;Spangle
frozen-2013;8;Jacob
the-spectacular-now;9;Spangle
anchorman-2-the-legend-continues;8;DanBurrito
the-hobbit-the-desolation-of-smaug;9;TheQuietGamer
dallas-buyers-club;10;beingryanjude
the-spectacular-now;10;bfoore90
dallas-buyers-club;8;Jacob
the-hobbit-the-desolation-of-smaug;8;grandpajoe6191
lee-daniels-the-butler;10;MovieGuys
frozen-2013;9;Official
dallas-buyers-club;8;imthenoob
the-lego-movie;8;Viper8787
frozen-2013;9;Jack101
the-spectacular-now;8;MasterRiley
the-hobbit-the-desolation-of-smaug;9;Official
godzilla-2014;9;bfoore90
fast-furious-6;9;TheQuietGamer
fast-furious-6;9;Zilcell
prisoners;9;csw12
the-hobbit-the-desolation-of-smaug;9;Compi24
godzilla-2014;9;Meth-dude
youre-next;8;Meth-dude
prisoners;9;MovieGuys
the-hunt;8;Spangle
the-hunt;9;Iky009
the-wolf-of-wall-street;9;Compi24
2-guns;8;TheQuietGamer
prisoners;10;RvwFromUpHere
american-hustle;9;Scorpion
american-hustle;9;MovieGuys
the-lego-movie;10;FreedomFighters
wolf-children;9;Iky009
godzilla-2014;9;SythusRATINGS
the-lego-movie;9;CineAutoctono
wolf-children;9;SEROJ
the-lego-movie;8;DanBurrito
the-lego-movie;8;Muskrat147
enders-game;8;Tss5078
the-wolf-of-wall-street;8;AaronWasserman1
american-hustle;8;Tokyochuchu
riddick;8;Tokyochuchu
2-guns;8;Tss5078
red-2;8;Tss5078
carrie;8;bfoore90
godzilla-2014;9;Th3GreenHorne7
the-wolf-of-wall-street;8;beingryanjude
american-hustle;8;imthenoob
the-wolf-of-wall-street;9;csw12
despicable-me-2;8;DibbHansen
the-wolf-of-wall-street;8;Trev29
prisoners;10;Compi24
american-hustle;8;csw12
the-wolf-of-wall-street;8;Spangle
despicable-me-2;8;vahn
despicable-me-2;8;Official
riddick;8;bfoore90
fast-furious-6;8;Tokyochuchu
prisoners;9;TheQuietGamer
godzilla-2014;8;SonicHD7
despicable-me-2;9;Rox22
blackfish;8;mrnice
turbo;9;TheQuietGamer
prisoners;8;beingryanjude
despicable-me-2;9;reviewmatt
prisoners;8;Spangle
turbo;8;SEROJ
american-hustle;9;Compi24
the-wolverine;8;Compi24
despicable-me-2;10;FreedomFighters
american-hustle;9;BradySmith
the-wolf-of-wall-street;8;shprea
american-hustle;8;ncstatemike
byzantium;8;Meth-dude
the-hobbit-the-desolation-of-smaug;9;Viper8787
the-wolverine;8;dharma
the-hobbit-the-desolation-of-smaug;8;Tokyochuchu
the-wolf-of-wall-street;10;FreedomFighters
grown-ups-2;8;TheQuietGamer
man-of-steel;9;Pimpinpakman
the-worlds-end;10;Saggarwal20
europa-report;8;Patrick94
stuck-in-love;8;Tokyochuchu
the-wolf-of-wall-street;8;bfoore90
grown-ups-2;10;JohnnyStephens
kevin-hart-let-me-explain;9;TheQuietGamer
the-worlds-end;9;ncstatemike
pacific-rim;8;dharma
man-of-steel;10;Compi24
man-of-steel;9;dharma
white-house-down;8;MovieGuys
the-croods;9;TheQuietGamer
prisoners;9;Viper8787
american-hustle;8;DanBurrito
the-croods;9;Zilcell
fast-furious-6;8;Blanche
the-wolf-of-wall-street;8;Viper8787
american-hustle;8;AaronWasserman1
the-croods;9;AlessandroCali
frozen-2013;10;FreedomFighters
the-worlds-end;9;Compi24
after-earth;9;TheQuietGamer
from-up-on-poppy-hill;8;Tokyochuchu
war-witch;8;Iky009
the-croods;8;Pimpinpakman
frozen-2013;8;CineAutoctono
from-up-on-poppy-hill;8;Iky009
chasing-ice;10;StevenF
chasing-ice;9;mrnice
scenic-route;8;FilmVirtue
the-hangover-part-iii;8;NikolayG
pacific-rim;8;Epik_Ninnja
the-croods;8;Blanche
the-wolverine;9;TheQuietGamer
man-of-steel;9;Rox22
world-war-z;8;Saggarwal20
pacific-rim;9;FrozenStar90
man-of-steel;8;SEROJ
the-wolf-of-wall-street;8;EpicLadySponge
pacific-rim;8;shprea
world-war-z;9;csw12
the-wolf-of-wall-street;10;VIC3NT3ST3LVIIO
the-hobbit-the-desolation-of-smaug;9;SythusRATINGS
the-wolverine;10;Patrick94
the-hangover-part-iii;8;Trev29
the-hobbit-the-desolation-of-smaug;8;emlugo123
the-hobbit-the-desolation-of-smaug;8;homer4president
the-hobbit-the-desolation-of-smaug;10;Th3GreenHorne7
the-hobbit-the-desolation-of-smaug;8;EpicLadySponge
aftershock;8;Meth-dude
man-of-steel;9;Viper8787
hatchet-iii;8;Meth-dude
now-you-see-me;8;Razv
now-you-see-me;9;TheQuietGamer
amour;9;mrnice
now-you-see-me;8;imthenoob
the-great-gatsby;8;grandpajoe6191
amour;9;TheWalrus2000
amour;9;EpicLadySponge
the-gatekeepers;10;Isaac_adhd
the-great-gatsby;8;smijatov
the-place-beyond-the-pines;9;worleyjamers
man-of-steel;10;cub317
the-gatekeepers;9;EpicLadySponge
would-you-rather;8;Tss5078
the-call;8;Dalek
the-wolverine;8;diogomendes
solomon-kane;8;StevenF
solomon-kane;8;Patrick94
the-place-beyond-the-pines;9;StevenF
the-place-beyond-the-pines;8;Tss5078
olympus-has-fallen;10;Zilcell
no;8;EpicLadySponge
the-place-beyond-the-pines;8;jedijared182
the-place-beyond-the-pines;8;moonman1994
the-wolverine;8;supermann234
the-call;9;TheQuietGamer
the-place-beyond-the-pines;8;Spangle
42;8;Compi24
the-great-gatsby;9;JohnnyStephens
world-war-z;10;MrGman2142
the-place-beyond-the-pines;8;Compi24
spring-breakers;9;MarkMusic
hansel-and-gretel-witch-hunters;9;TheQuietGamer
the-host-2013;8;Tss5078
spring-breakers;8;TheWalrus2000
the-place-beyond-the-pines;8;BradySmith
spring-breakers;10;cameronmorewood
21-and-over;8;Tss5078
42;8;Tss5078
42;8;MovieGuys
man-of-steel;9;Scorpion
barrymore;8;MovieGuys
mama;8;TheQuietGamer
the-place-beyond-the-pines;8;Meth-dude
cloud-atlas;10;cameronmorewood
side-effects-2013;9;worleyjamers
movie-43;9;TheQuietGamer
the-great-gatsby;8;TheQuietGamer
dragon;8;Broyax
now-you-see-me;9;Meth-dude
now-you-see-me;8;Viper8787
spring-breakers;9;bfoore90
texas-chainsaw-3d;9;TheQuietGamer
django-unchained;9;ryancarroll88
the-impossible;10;csw12
django-unchained;10;sinadoom
side-effects-2013;8;dharma
the-impossible;10;Trev29
django-unchained;9;BradySmith
gangster-squad;9;Meth-dude
the-impossible;10;Rikiege
promised-land;9;BradySmith
now-you-see-me;8;DanBurrito
side-effects-2013;9;moonman1994
jack-reacher;10;Zilcell
side-effects-2013;8;Spangle
side-effects-2013;8;cameronmorewood
pacific-rim;8;TheQuietGamer
world-war-z;9;TheQuietGamer
the-impossible;10;StevenF
the-impossible;8;Spangle
django-unchained;10;nirishan9
django-unchained;9;Summersausage
pacific-rim;8;oxana
side-effects-2013;9;MovieGuys
olympus-has-fallen;8;MovieGuys
cloud-atlas;10;JohnnyStephens
pacific-rim;8;Trev29
pacific-rim;9;Official
lincoln;10;Khunter4382
cloud-atlas;10;bfoore90
cloud-atlas;8;HighPriestesa
lincoln;10;bsykes91
lincoln;10;StevenF
man-of-steel;10;Violett
django-unchained;8;dharma
the-impossible;10;JohnnyStephens
pacific-rim;8;Compi24
the-impossible;9;MovieGuys
world-war-z;8;Iky009
the-collection;8;Tss5078
parental-guidance;8;Tss5078
the-impossible;9;beingryanjude
gangster-squad;8;Tokyochuchu
cloud-atlas;8;csw12
pacific-rim;8;MarkMusic
man-of-steel;8;NimbleReview
the-impossible;9;BarneyOnMT
how-to-survive-a-plague;8;LaGuerta
fun-size;8;TheQuietGamer
lincoln;8;nirishan9
argo;8;Scorpion
les-miserables;9;heyitsmegrif4
this-is-40;8;csw12
lincoln;10;cameronmorewood
side-by-side;9;cameronmorewood
silver-linings-playbook;9;heyitsmegrif4
argo;8;dharma
django-unchained;9;Compi24
this-is-40;8;Tokyochuchu
argo;10;smijatov
this-is-40;9;Trev29
the-twilight-saga-breaking-dawn---part-2;8;Violett
world-war-z;8;MovieGuys
silver-linings-playbook;9;cameronmorewood
the-master;9;StevenF
silver-linings-playbook;9;Compi24
lincoln;10;MovieGuys
argo;9;Compi24
argo;8;heyitsmegrif4
hotel-transylvania;9;EssenceOfSugar
flight;10;cameronmorewood
argo;9;JawsLaxerDrama
end-of-watch;10;StevenF
cloud-atlas;8;Violett
lincoln;8;grandpajoe6191
silver-linings-playbook;10;TheCritic1
argo;8;JonnyFendi
lincoln;8;dharma
silver-linings-playbook;8;grandpajoe6191
les-miserables;10;StevenF
silver-linings-playbook;9;beingryanjude
seven-psychopaths;9;cameronmorewood
seven-psychopaths;9;MovieGuys
django-unchained;8;Meth-dude
hotel-transylvania;8;Rikiege
argo;9;csw12
cloud-atlas;8;dharma
flight;8;grandpajoe6191
argo;8;Trev29
django-unchained;8;ArkonBlade
flight;8;dharma
silver-linings-playbook;8;csw12
django-unchained;10;Dalek
flight;9;StevenF
hotel-transylvania;8;Rox22
silver-linings-playbook;10;Trev29
end-of-watch;8;grandpajoe6191
django-unchained;8;Jacob
argo;8;Spangle
silver-linings-playbook;9;potatoes351
seven-psychopaths;9;StevenF
flight;8;Tss5078
man-of-steel;10;imthenoob
silver-linings-playbook;8;moonman1994
cloud-atlas;9;moonman1994
lincoln;8;beingryanjude
silver-linings-playbook;8;Spangle
pacific-rim;9;supermann234
django-unchained;8;Tokyochuchu
samsara;8;moonman1994
cloud-atlas;8;Spangle
django-unchained;9;TheChaser1985
seven-psychopaths;8;moonman1994
argo;9;cameronmorewood
cloud-atlas;10;hardkor33
the-master;10;cameronmorewood
django-unchained;9;grandpajoe6191
cloud-atlas;9;Compi24
stolen-2012;8;Tss5078
end-of-watch;8;Spangle
silver-linings-playbook;10;worleyjamers
django-unchained;10;Zilcell
world-war-z;8;EpicLadySponge
lincoln;8;jedijared182
world-war-z;8;AaronWasserman1
world-war-z;8;MasterRiley
seven-psychopaths;8;BradySmith
django-unchained;10;StevenF
silver-linings-playbook;9;nirishan9
silver-linings-playbook;9;Summersausage
end-of-watch;8;Compi24
django-unchained;10;Tss5078
flight;8;Summersausage
looper;10;RvwFromUpHere
les-miserables;8;Jacob
lincoln;8;Iky009
silver-linings-playbook;9;BradySmith
django-unchained;9;beingryanjude
les-miserables;8;JonnyFendi
django-unchained;9;csw12
looper;9;EssenceOfSugar
vamps;8;Rox22
end-of-watch;8;ExKing
brave;10;heyitsmegrif4
lincoln;9;worleyjamers
les-miserables;8;EssenceOfSugar
les-miserables;8;dharma
silver-linings-playbook;8;sil3nt_nick
arthur-christmas;8;Jacob
arthur-christmas;9;TheQuietGamer
arthur-christmas;9;Halfwelshman
silver-linings-playbook;8;Scorpion
argo;8;Khunter4382
brave;8;Rikiege
arthur-christmas;8;Zilcell
lincoln;8;BradySmith
les-miserables;8;moonman1994
flight;10;MovieGuys
brave;8;Rox22
argo;10;StevenF
les-miserables;9;Spangle
the-master;8;LaGuerta
360;8;Meth-dude
argo;8;Tss5078
lincoln;9;shprea
lawless;8;Compi24
paranorman;9;heyitsmegrif4
men-in-black-iii;9;Zilcell
argo;8;beingryanjude
lawless;9;TheQuietGamer
django-unchained;10;moonman1994
lawless;8;StevenF
argo;9;Official
lincoln;9;Scorpion
safety-not-guaranteed;8;imthenoob
your-sisters-sister;8;Spangle
arthur-christmas;8;Rox22
argo;8;moonman1994
silver-linings-playbook;10;MovieGuys
the-expendables-2;8;Zilcell
brave;9;TheQuietGamer
arthur-christmas;8;EpicLadySponge
django-unchained;8;JawsLaxerDrama
paranorman;8;imthenoob
django-unchained;9;Iky009
the-master;8;beingryanjude
argo;8;hardkor33
the-master;8;Spangle
safety-not-guaranteed;8;Spangle
the-expendables-2;10;irmaod
les-miserables;8;nirishan9
lawless;8;SEROJ
django-unchained;9;worleyjamers
argo;9;Summersausage
django-unchained;10;TheWalrus2000
paranorman;8;cameronmorewood
silver-linings-playbook;8;CineAutoctono
silver-linings-playbook;8;EpicLadySponge
the-amazing-spider-man;10;cub317
paranorman;8;EpicLadySponge
looper;10;Patrick94
the-master;8;MovieGuys
the-tall-man;10;Patrick94
safe;9;TheQuietGamer
the-cabin-in-the-woods;10;cameronmorewood
the-cabin-in-the-woods;8;cag11
what-to-expect-when-youre-expecting;8;GagaForGhibli
the-master;8;Rutger-Kikkert
the-expendables-2;8;StevenF
the-avengers-2012;9;TheQuietGamer
argo;8;diogomendes
the-avengers-2012;8;Halfwelshman
the-expendables-2;9;TheQuietGamer
argo;8;Epik_Ninnja
the-avengers-2012;10;Tss5078
argo;9;CineAutoctono
argo;9;EpicLadySponge
argo;8;BarneyOnMT
dr-seuss-the-lorax;9;heyitsmegrif4
the-avengers-2012;9;worleyjamers
django-unchained;8;SEROJ
marley;8;Halfwelshman
brave;8;Compi24
men-in-black-iii;9;Tss5078
the-best-exotic-marigold-hotel;8;Compi24
men-in-black-iii;8;mrnice
a-separation;9;MovieGuys
the-cabin-in-the-woods;10;Rikiege
django-unchained;9;Scorpion
the-amazing-spider-man;8;Compi24
the-amazing-spider-man;10;sil3nt_nick
the-artist;9;grandpajoe6191
the-artist;10;imthenoob
bernie;9;TheQuietGamer
a-separation;10;cameronmorewood
the-artist;10;heyitsmegrif4
the-cabin-in-the-woods;8;dharma
margaret;8;Spangle
bernie;8;moonman1994
brave;9;Spangle
django-unchained;8;bsykes91
bernie;8;worleyjamers
the-three-stooges;9;Zilcell
bernie;8;MovieGuys
the-three-stooges;9;Juanolo
21-jump-street;10;Rikiege
brave;8;Violett
django-unchained;10;MovieGuys
salmon-fishing-in-the-yemen-2012;8;StevenF
brave;10;FreedomFighters
django-unchained;9;Casual-Critic
django-unchained;10;FreedomFighters
the-avengers-2012;10;heyitsmegrif4
a-separation;8;Compi24
brave;8;StevenF
a-separation;10;worleyjamers
the-dictator;8;GagaForGhibli
men-in-black-iii;8;Scorpion
the-hunger-games;8;Zilcell
django-unchained;9;diogomendes
the-amazing-spider-man;8;JonnyFendi
21-jump-street;8;Trev29
snow-white-and-the-huntsman;10;GagaForGhibli
the-hunger-games;8;Khunter4382
brave;8;SythusRATINGS
the-cabin-in-the-woods;9;FrozenStar90
django-unchained;10;SythusRATINGS
the-amazing-spider-man;9;Zilcell
the-three-stooges;8;MovieGuys
clash-of-the-titans-2;8;gm101
the-artist;9;JonnyFendi
a-separation;9;EpicLadySponge
the-artist;10;JawsPapi87
django-unchained;9;EddyGregs
brave;8;EpicLadySponge
django-unchained;9;MovieManiac83
project-x;9;Dalek
the-hunger-games;8;Rikiege
21-jump-street;10;TheQuietGamer
django-unchained;8;CineAutoctono
21-jump-street;8;Tokyochuchu
brave;8;Futuredirector
the-dictator;9;StevenF
django-unchained;9;EpicLadySponge
the-avengers-2012;9;Khunter4382
21-jump-street;10;Zilcell
the-hunger-games;10;Trev29
the-woman-in-black;8;Patrick94
21-jump-street;8;StevenF
21-jump-street;9;heyitsmegrif4
project-x;9;TheQuietGamer
chronicle-2012;8;grandpajoe6191
the-grey;9;Khunter4382
snow-white-and-the-huntsman;9;StevenF
the-artist;9;aaronpaul121
the-artist;9;Halfwelshman
project-x;9;Rikiege
project-x;8;MarkMusic
the-artist;10;Trev29
the-avengers-2012;8;ncstatemike
chronicle-2012;8;Bama72
the-vow;8;nirishan9
the-cabin-in-the-woods;9;GagaForGhibli
the-woman-in-black;8;Halfwelshman
extremely-loud-and-incredibly-close;9;MovieGuys
tinker-tailor-soldier-spy;8;grandpajoe6191
the-descendants;9;heyitsmegrif4
the-muppets;10;gm101
the-adventures-of-tintin;8;MichaelD
snow-white-and-the-huntsman;8;Rikiege
the-avengers-2012;10;EssenceOfSugar
the-sitter;8;Tss5078
the-muppets;8;JonnyFendi
chronicle-2012;8;Zilcell
the-adventures-of-tintin;8;supermann234
21-jump-street;9;GagaForGhibli
the-grey;9;TheQuietGamer
the-sitter;9;TheQuietGamer
the-artist;9;Iky009
the-cabin-in-the-woods;8;imthenoob
the-grey;8;Tokyochuchu
the-muppets;10;JAM123
the-artist;8;hardkor33
in-the-land-of-blood-and-honey;10;codfather96
we-bought-a-zoo;9;heyitsmegrif4
the-girl-with-the-dragon-tattoo-2011;9;worleyjamers
the-artist;9;Compi24
we-bought-a-zoo;8;Tss5078
the-girl-with-the-dragon-tattoo-2011;9;TheQuietGamer
the-artist;10;worleyjamers
the-woman-in-black;8;TheNewSpielberg
the-adventures-of-tintin;8;TheQuietGamer
the-descendants;8;grandpajoe6191
the-muppets;8;dharma
the-adventures-of-tintin;9;heyitsmegrif4
carnage-2011;8;StevenF
the-adventures-of-tintin;8;gm101
carnage-2011;9;Trev29
we-bought-a-zoo;9;Juanolo
the-artist;10;MovieGuys
the-adventures-of-tintin;8;Shahnameh
snow-white-and-the-huntsman;10;DibbHansen
the-grey;10;Zilcell
chronicle-2012;10;Dalek
chronicle-2012;8;Jacob
carnage-2011;8;Spangle
21-jump-street;9;Compi24
21-jump-street;8;Rox22
the-avengers-2012;9;fanguychris
the-woman-in-black;8;Tokyochuchu
we-bought-a-zoo;8;Muskrat147
chronicle-2012;10;StevenF
the-cabin-in-the-woods;9;Rox22
the-descendants;8;csw12
the-adventures-of-tintin;9;MovieGuys
the-descendants;10;cameronmorewood
war-horse;8;Halfwelshman
the-muppets;10;FreedomFighters
the-cabin-in-the-woods;9;LaGuerta
the-dictator;9;Garian
the-muppets;10;Futuredirector
21-jump-street;8;MovieGuys
the-muppets;10;heyitsmegrif4
the-muppets;8;grandpajoe6191
21-jump-street;8;Viper8787
the-amazing-spider-man;8;imthenoob
mission-impossible---ghost-protocol;10;MovieGuys
the-descendants;8;JonnyFendi
the-hunger-games;10;Juanolo
21-jump-street;8;grandpajoe6191
mission-impossible---ghost-protocol;10;kingshahid
the-dictator;8;MovieGuys
the-descendants;8;aaronpaul121
the-descendants;9;Halfwelshman
tinker-tailor-soldier-spy;10;Halfwelshman
the-hunger-games;10;dudu_95
the-hunger-games;10;Judddy
the-descendants;10;JawsPapi87
21-jump-street;8;bfoore90
the-amazing-spider-man;9;NikolayG
the-hunger-games;10;heyitsmegrif4
21-jump-street;8;Meth-dude
shame;10;cameronmorewood
hugo;10;MovieGuys
mission-impossible---ghost-protocol;8;jwt7000
mission-impossible---ghost-protocol;10;Dalek
21-jump-street;8;SythusRATINGS
hugo;8;Viper8787
shame;8;Tokyochuchu
hugo;8;grandpajoe6191
shame;8;JonnyFendi
the-adventures-of-tintin;8;Zilcell
